"Clove - Hotel Kandi Tree",12.928965,77.58256000000006,undefined
"President Hotel",12.933674,77.58176900000001,undefined
"Pai Vijay Hotel",12.92642,77.58587299999999,undefined
"Hotel Venus Residency",12.943856,77.57436600000005,undefined
"Brigade Homestead - Jayanagar",12.919994,77.57554600000003,undefined
