"Fort Worth Alliance Airport",32.986772,-97.31230199999999,1.8
"Rick Husband Amarillo International Airport",35.2185,-101.705264,1.8
"Killeen-Fort Hood Regional Airport",31.061913,-97.82126599999998,1.8
"Preston Smith International Airport",33.663611,-101.82277799999997,1.8
